0.976;-2.911;9.577;2021-05-11 12:08:20.930
0.976;-2.949;9.577;2021-05-11 12:08:20.920
0.996;-2.949;9.577;2021-05-11 12:08:20.910
1.034;-2.968;9.481;2021-05-11 12:08:20.900
0.996;-2.968;9.519;2021-05-11 12:08:20.890
0.996;-2.93;9.557;2021-05-11 12:08:20.880
0.976;-2.93;9.557;2021-05-11 12:08:20.870
0.976;-2.949;9.596;2021-05-11 12:08:20.861
1.015;-2.93;9.577;2021-05-11 12:08:20.851
0.996;-2.911;9.557;2021-05-11 12:08:20.840
0.976;-2.911;9.557;2021-05-11 12:08:20.830
0.976;-2.949;9.577;2021-05-11 12:08:20.820
1.015;-2.968;9.557;2021-05-11 12:08:20.810
1.015;-2.949;9.557;2021-05-11 12:08:20.800
0.938;-2.93;9.557;2021-05-11 12:08:20.790
0.976;-2.949;9.577;2021-05-11 12:08:20.781
1.015;-2.949;9.538;2021-05-11 12:08:20.770
0.976;-2.949;9.519;2021-05-11 12:08:20.761
0.976;-2.93;9.577;2021-05-11 12:08:20.751
0.996;-2.892;9.577;2021-05-11 12:08:20.740
0.976;-2.853;9.557;2021-05-11 12:08:20.731
0.938;-2.873;9.577;2021-05-11 12:08:20.721
1.015;-2.892;9.577;2021-05-11 12:08:20.711
1.015;-2.93;9.538;2021-05-11 12:08:20.701
0.996;-2.949;9.538;2021-05-11 12:08:20.690
0.996;-2.968;9.557;2021-05-11 12:08:20.680
0.976;-2.968;9.538;2021-05-11 12:08:20.670
0.996;-2.949;9.557;2021-05-11 12:08:20.661
1.015;-2.93;9.596;2021-05-11 12:08:20.650
0.976;-2.93;9.557;2021-05-11 12:08:20.640
0.976;-2.892;9.538;2021-05-11 12:08:20.630
0.957;-2.892;9.577;2021-05-11 12:08:20.620
0.976;-2.911;9.577;2021-05-11 12:08:20.610
1.015;-2.93;9.557;2021-05-11 12:08:20.600
0.996;-2.968;9.557;2021-05-11 12:08:20.590
0.996;-2.968;9.538;2021-05-11 12:08:20.580
1.015;-2.93;9.538;2021-05-11 12:08:20.570
0.996;-2.949;9.557;2021-05-11 12:08:20.560
0.976;-2.93;9.538;2021-05-11 12:08:20.550
0.976;-2.949;9.538;2021-05-11 12:08:20.540
1.015;-2.93;9.596;2021-05-11 12:08:20.530
1.034;-2.93;9.557;2021-05-11 12:08:20.520
0.996;-2.93;9.538;2021-05-11 12:08:20.510
0.976;-2.93;9.577;2021-05-11 12:08:20.500
0.996;-2.911;9.577;2021-05-11 12:08:20.490
0.976;-2.93;9.557;2021-05-11 12:08:20.480
0.976;-2.949;9.557;2021-05-11 12:08:20.470
0.957;-2.93;9.557;2021-05-11 12:08:20.460
